Id,Predicted
33061031930100,480310
35073251010000,800390
05123370390000,598270
33089008110000,754210
05123381200000,162090
33025027070000,235190
33023013360000,748240
05123400810000,608270
05123374930000,988145
05123380640100,55505
33053065350000,179235
05123394220000,548755
05123379210000,590725
05123374230000,617490
33105035470100,18295
33061030460000,577765
05123395740000,592045
35017247640000,740715
35073249130000,747400
05123372030000,744025
05123383900000,434975
05123411160000,315505
05001098260100,126285
33053065060000,648715
33053062730000,638070
05123365260000,208850
05123374240000,302175
05123382300000,227775
05123377120000,734960
05123380600000,30200
05123380670000,182775
05123389730000,606910
35073251140000,250600
05123384060000,280195
05123383440000,438300
05123374200000,856100
05123386590000,439560
05123359980000,612470
05123378870000,10940
05123377680000,586655
05123383450000,163930
05123389420000,421630
05123412510000,129685
33053059440000,832680
33023012870000,689560
33053058530000,57985
05123379250000,506710
05123402850000,591045
05123385860000,863490
05123390570000,99435
33023012280000,639890
05123371710000,315395
33089008470000,929860
05123403130000,601300
33053065550000,335070
05123383380000,35520
33053061950000,528275
05123380570000,333030
05123384080000,666600
05123392400000,83030
05123399300000,895100
05123367400000,876710
05123383320000,115915
05123381430000,851585
05123373690000,476330
05123383210000,899805
05123386450000,524940
05123382970000,679585
33025026040000,956510
35073251020000,895525
33061037260000,246195
05123409140000,750150
33053060300000,5825
05123406210000,965540
05123391360000,222370
05123393970000,307695
05123371910000,10030
05123386320000,976150
05123406880000,170520
05123406850000,322830
05123394280000,386425
33025027140000,437860
33053046330000,761305
33053048600100,513925
05123392290000,613245
33105036990000,707370
33061026070100,75750
33053056360100,10555
33025027040000,934530
33053063910000,508395
05123387850000,8245
33053057770000,105990
05123383310000,604420
05123393980000,92650
05123368450000,319755
05123358360000,39410
05123382350000,882495
05123386730000,403550
05123362780000,949185
05123385910000,413690
05123390960000,378565
05123365520000,912580
33105036650200,482095
33105037310000,868905
05123374080000,138795
05123376670000,993310
05123397550000,416120
05001097770000,823830
05123382030000,883470
05123399610100,706035
05123406040000,124550
33013016870100,876860
33053063610000,939770
05123374170000,981550
33053057300000,324400
33025028240000,502030
05123393080000,395
05123400490000,497860
05123378440000,101040
33025022620000,94540
05123377820000,355255
05123406200000,735625
05123393940000,752695
05123391960000,963530
05123387870000,482115
05123392680100,214910
05123394620000,870415
33053059420000,61165
33105028580000,5845
33061026050000,691465
05123381990000,211835
05123390120000,60465
33053055030000,366320
05123382120000,541335
05123378600000,619210
05123398350000,249265
05123391050000,407905
05123380250000,903510
05123378120000,743360
05123362310000,961795
33105032970000,256105
33105033640000,73770
05123391020000,247505
33025024960000,653030
05123389240000,452230
33061027850000,737590
33105033720000,705685
05123389810000,667040
05123388040000,606720
33053060680000,627315
33025022930000,812065
33007018250000,415890
05123397280000,753460
05123392190000,548595
05123393070000,612035
05123392580000,486475
05123400600000,899335
35073249590000,510330
05123397380000,297800
35011235050000,874840
33013017520000,692995
05123400610000,313845
05123399270000,729335
33023011920000,951915
05005072240000,978680
33053054190000,735590
05123388240000,678260
33061030820000,691625
33053054180000,35365
33089008410000,434345
33105032010000,270420
33061030400000,391065
33053053460000,142335
33053056580000,876240
33061024170000,116925
33061029030000,10465
33105031690000,44650
05123387600000,79715
33023009480100,873190
33061030660000,919315
33053057700000,417575
33025024530000,297365
05123392790000,993235
33025026730000,110355
33007018110000,124775
35073250010000,891755
33061030920000,695260
05123395180000,263515
05123395260000,887640
33053051150000,407080
42227383500000,7515
42317401630000,646505
05123407020000,755045
42173371760000,190770
33053044340000,331400
42003458960200,838605
05123400620000,68990
42317397170000,712510
42383388920000,628500
42317392580000,225230
42317387900000,167115
42173369400000,622385
33023011980000,203855
05123369840000,973245
05123394480000,106710
33053052450000,502590
42135423720000,869255
42317399690000,944410
05123398060000,439915
05123398100000,473355
33061026950000,983790
33105036770000,537580
33105034380000,536115
33089008070000,783380
33007018080000,751155
33105032080100,837980
33061028970000,851130
33053056950000,753700
33061032210000,540890
33061024030000,183830
33061029720000,138370
42317394110000,541475
42329390030100,198490
42173369000000,123955
05123373120000,498130
42383387610000,399015
42317401230000,967300
42383393150000,117420
05001097810000,321055
05123389790000,688430
42173363840000,758310
42461393020000,654585
05123377950000,81090
35017247310000,220130
33023011640000,183080
33053059670000,102705
33025021240000,957855
42329398840000,958450
42383391160000,868660
05123393050000,672790
33105034240000,337925
33025024440000,645290
42317394640000,171025
05005072030100,492295
33053057110000,661120
33023012070000,796685
33105034470000,971540
42103363420000,412880
42227384540000,644405
42383393720000,434180
33053056310000,959535
35073249080000,347060
33053052800000,518545
42135428520000,450865
42329402000000,80780
42383385530000,829440
33061032620000,209455
05123393550000,790445
33053037830000,93985
05123395090000,223245
42329395090000,525200
33025020150000,15735
42317400220000,901415
42003442780000,72155
42461394280000,399370
05123389830000,770545
42461399760000,343010
42461390700000,977340
30015415550100,251505
42461391630000,350075
33025026640000,354610
42383393040000,6855
42383386340000,793035
42173367230000,933020
42235355950000,518105
42317393810000,505640
33105035050000,694380
35073250160000,22650
33089008020000,539000
33053050590000,128750
42461398230000,183210
35073250340000,20635
42173369740000,904770
42383393230000,707670
42135425210000,115945
42329393230000,989820
30015415830000,918190
42317395720000,621195
42317394910000,758505
42105422420000,113250
33013017890100,153495
42135426170000,316310
42317397880100,297075
33033003540000,399185
42173371550000,577610
42003470850000,75155
42329396070100,368545
42329395910000,926530
42383388200000,509000
42495335280000,540190
42329391940000,928265
42317397100000,540670
42383383380000,225300
42173368410000,963165
42003458620000,903305
42317394940000,936270
30015430740100,146330
42173361630000,236755
42383385920000,604070
42383393030000,728815
42003467350000,229580
42383392470000,352015
42329398870000,441840
42329397160000,316510
42329388060000,234770
42317398250000,753375
42317392280000,728120
42173365460000,276660
42173367440000,441445
42383393610000,793525
42461401410000,515085
42173368580000,150560
42461396770000,293115
42329395890000,732685
42461386550000,463685
42103362960000,626340
42173361730000,444280
42003463240000,648440
42461391740000,555310
42461399530100,24065
42383387040000,797015
42329393140000,848275
42383385570000,895825
42173366910000,92730
42173368430000,692265
42461397170000,447470
42329394020000,472040
42317401240000,720060
42329393650000,763720
42173363780000,101820
42461391550100,96000
42135432240000,335700
42317394600000,538425
42317395640000,359915
42383390390000,624060
42495334650000,424740
42461401320000,960725
42383393060000,396415
42003468970000,355300
42329394040000,381860
42329398050000,459720
42383385550000,116300
42329393320100,427730
42383387170000,258975
42329390190000,703230
42173363820000,441535
42461395330000,998865
42461394240000,250710
42329394410100,457350
30015409640000,355065
42173364120000,457925
42461388390000,206345
42173369470000,175470
42235358070000,91800
42461392750000,32055
42461393140000,466480
42461395250000,56455
42461396440000,452535
42317390590000,649280
42383386950000,826645
42329393970000,755935
42317398200000,562165
42461390500000,461000
42383385960400,479125
42173363950000,711360
42135431730000,852080
42461398120000,66005
42115336510000,101320
42383386110000,403590
42383387160000,192750
42461398610000,706815
42383388000000,830835
42329401170000,192130
42461397400200,95395
42173368480000,813565
42461390560000,20885
30015397790000,67990
42383385620000,284505
42173365850000,415220
42235358090100,516450
42317399860000,703885
42329394490000,719850
42135430510000,603000
42461391760000,604105
42173369420000,809035
42461395500000,434575
42317395840000,649890
42003465290000,10775
42461391300000,92580
42003464480000,840370
42461396240000,741430
42383383790000,682975
42383385670000,140565
42329397260100,382830
42173364070300,341905
42173362080000,475595
42461393720000,944630
42461395000000,8970
42173359970000,662755
42383387130000,943080
30015402620000,44895
42329389610000,608430
42317395320000,256065
42317390040000,245485
42383385950000,256900
42227382450000,511910
42329400980000,28615
42329389110000,972380
42173361550000,910295
42173364990000,267230
42173369110000,215225
42461395460000,277450
42329390270000,625385
42461399890000,90105
42317398450000,806450
35017246220000,426840
35017246110000,774320
35017246720000,210070
35051237950000,787200
35051238210000,605785
35017246440000,314365
35017246010000,929320
35051238670000,121880
35137271490000,350385
33061027110000,973710
33053051060000,314915
33053047330000,526180
35137271400000,806865
35137272370000,589165
33023011690000,16470
35051238170000,967050
35049250330000,604475
35137274140000,327560
42389342570000,287935
35137271260000,787795
35051238370000,945085
42389344650000,351030
35051237140000,39735
42235354800000,283785
35017246540000,213125
33023012050000,652645
35051237470000,961730
33053062600000,533555
35137271170000,25080
33025024770000,124175
35011235010000,912285
42235355250000,941475
42105416570000,61075
42383378180000,866340
42301326210000,277815
42475364830000,790610
42003470420000,229075
42235352270100,311555
35049250400000,157980
35049250410000,373290
35017247030000,806395
33025023530000,703390
33061026580000,605720
42105418960000,972155
42235355410100,708550
42389340030100,933635
42003469530000,136400
42495336180000,250160
42389345670000,52580
35017246500000,657515
33061026520000,752715
35017246640000,886230
42383378020000,483315
33061032130000,789595
35017246450000,515715
42109326190000,108460
30025421200000,152960
42383387270000,483005
42301319700000,275045
42235355070000,520530
42109327330100,588760
42235356100000,361950
42383391030000,313300
42383381530000,410135
42383382770100,941280
42389344090100,726440
42389345530000,798250
30015419420000,382260
42475367070000,654910
42371391260100,587270
42461396210000,474760
42389339640000,548955
42383382670000,304100
30015427850000,665790
42105417970000,813915
42105419590000,596780
42371331910100,892890
30025424800000,269775
42301323090000,22760
42235355570000,673320
35051237610000,702715
35051238190000,45635
35051238330000,551690
42389335610000,865940
42389340940000,312510
42235356630000,777720
42389345660000,100265
42383386000000,90970
42109328210000,559225
42105420330000,202830
30015429360000,468865
42235356580000,498265
30015429090000,491295
42475366200000,965480
42235354190000,984255
42301322640000,243695
42389341870000,228585
42301323340000,623900
42105418180000,234010
42383384740000,160460
42383393530000,508935
42383386270000,358495
42173364760000,577630
42301323180000,666645
42461390030000,709700
42105420870000,641070
42235357570000,844825
42235360040000,550170
42371392940000,500985
42383389170000,641790
42135429600000,935720
42235359240000,369220
42389336820000,900590
42383386500000,43930
42383393200000,669295
42109325850000,77340
30015417860000,25160
42389348070000,749335
42389340350000,639220
42389341620000,55345
42235358300000,963715
33053056970000,891225
42389343330100,189615
42431334460000,83970
35137272440000,311510
30015416180000,714055
42235358390000,339725
42389347370000,310615
42235358610000,607555
42235350750000,717685
42105419000000,854330
35073249340000,490510
42105419580000,925705
42389344370000,837965
42109327740000,919880
42235355870000,747085
42301321730000,968205
42475365950000,150700
42235359250000,23450
42389347660000,363090
42329401520000,362590
42389338920100,17440
42389345280000,794825
42317391110000,399105
42383391880000,979385
42389342790000,669455
42383390890000,537985
42301322160000,577455
42235359970000,397770
42105420500000,545230
42109326860000,267970
42235360090000,809785
42301325990000,89160
42301324990000,696175
42389343680000,991275
42383385490000,838675
42389342870000,287075
42301322320000,204455
42383384150000,725760
30025423170000,538750
35049249790200,605245
42383383940100,969615
35017248110000,388780
42389336610000,612850
42105420810000,176345
42389347960000,43500
42235355760000,803535
42475369250100,793000
30015427840000,897725
42389340180000,355605
33061030910100,697140
42105419190000,644875
42371392990000,793925
42301320330000,704830
42383387540000,555060
35051238040000,539760
42383387510000,337050
42389343550000,818335
42317400460000,929090
42383391950000,17385
42389343220000,954295
42301320850000,819885
30015417820000,328835
33025022980000,319290
33053058770000,554025
42495335590100,865775
30015417540000,204110
33053058110000,561935
33053053580000,500770
33053057890000,845965
42475363520100,898480
42301323230000,639740
42235354780000,305290
42235355120000,965380
42301320040100,68360
42383384510000,75875
42105419640000,923920
42301323320000,763010
42105419490000,912270
42235356720000,859490
42383388140000,769080
42389340060000,641840
42383378000000,349185
42389343850100,121075
42475364600000,784250
42109328290000,312970
42389346740000,542850
42389342880000,775255
42383386190000,151975
42301323780000,163060
42383387490000,363850
42173359600000,970320
42475369620000,26570
42301320990100,397520
42383391410000,589480
42389344440000,964605
42383387250000,271030
30015423840000,228255
42003456320000,973595
30015417300000,978355
42389346310000,935565
42317392520000,826195
42109327220000,431730
42301324440000,377165
42389348640000,439710
42389339330000,373735
42389343010100,695210
42389347540100,194195
42389342640000,226220
42389339930000,581410
42475364860000,311895
42389342000000,245250
42389348570000,200410
42389340750000,285860
42317393660000,961350
42301325310000,847370
33105027640000,335265
33105032510000,820520
33053056910000,772440
33053056510000,706270
33105035510000,544125
33061033980000,95145
33053052990100,692120
33105035670000,638050
33105036260200,76990
33023011970000,220260
33053062350000,674200
33025027950000,580940
33025019640100,17595
33053067120000,206890
33061032730000,231730
33023010600000,828130
33061032430100,89215
33053061020000,40540
33053060390000,57230
33061032720000,43840
33053062290100,519245
33105033290100,500800
33053059150200,700110
33105032490000,366395
33053060320000,429650
33053053610000,705775
33061019380000,674760
33105029580000,72635
33025020930000,372760
33105036520000,303815
33105030600000,561555
33023011860000,947145
33053053480000,746070
33053060810000,416820
33025024430000,8170
33105037060000,360745
33053054950000,326015
33023012630000,975555
33053061220000,496350
33053052510000,724390
33061028910000,134600
33061031540000,217750
33053057180000,161215
33061029190000,165420
33033003440100,977775
33053049600100,286055
33053059170000,18055
33053055220000,289180
33053051800000,358415
33025015320000,122530
30025415950000,342940
42301320360000,217425
42301326000100,830225
42475364840000,369070
30015420910100,801620
30025419590000,763250
30025423860000,941615
30025414190000,811305
30025420800000,949880
30015418860000,715330
30025407950000,321290
30025422680000,461610
30025412040000,990145
30025416410000,851260
30025407800000,94870
30015417190000,75830
30015422070000,841420
30025414370000,942100
30015420610000,991890
42301319640000,235080
33061031350100,664900
42301325710000,98820
30025410970000,212675
42301320560000,644340
30015417910000,983845
30025411410000,293265
30025423360000,864495
30025422750000,567450
42109326810100,276590
30015422180000,855915
30025423770000,696945
30015417620000,783470
42301325220000,165560
30025403520100,418655
42301325260000,782020
42109325260000,367360
30015419300000,302685
42301319480000,121830
30015412400100,576300
30015423530000,262205
42301322790000,510310
30025419770000,756375
30025416100000,611835
30015429910000,298890
30015417380000,576060
30015417980000,88505
30025422830000,708090
30015430260000,487360
30015422600100,533170
42301319060000,364770
30025414290000,568215
30015419370000,451380
30015425930000,936750
30015421460000,550515
30025416400000,383535
30015420900000,964345
30015420880000,804925
30015417930000,815375
30015415800000,539050
30025418780000,130440
30025419460000,136735
30025410580000,367530
30025409530000,422675
30025418330000,747435
30025412900000,692820
30025425210000,4160
42109326360000,249545
30025414630000,27955
30025410480000,12580
30015426960000,533745
30025416920000,907265
30015420840000,16900
42109326580000,776200
30025419580000,847850
42301317160000,260930
30015429690000,754330
42109327170000,546255
30015418180000,904545
30015398590000,409375
30015413430100,6950
30025419380000,717305
42301322630000,866755
30015419510000,250270
42109325430000,870300
30025412990000,125100
30015417790100,196410
30015386240000,466380
30015409940000,15115
30025419350000,859135
30025422010000,663880
30015420990000,767980
30015424210000,536100
42301320580000,829890
30025417370000,322425
30015417880100,720970
30015421270000,961085
30015411990000,732820
30015415370000,572130
30025419870100,32065
30015419640100,729320
42301319240000,789730
30025418510000,102800
42109324050300,112595
30025413770000,302535
30015416080000,205195
30025414500000,703050
30025416280000,253355
42301319560000,317420
30015430630000,106785
42301321360000,315300
30015420550100,226735
30015425130000,485400
30015412340000,18755
30025419750000,395080
30015420330000,21305
30015420820000,16405
30015417310000,301145
30015423700000,243800
30015429190000,632285
30015415480100,619435
30025420420000,890100
42109326450000,460050
30025422950000,63350
42301321440000,515600
30015419240000,893675
30015424180000,904830
42301320650100,918540
30015430240000,816640
30015416950000,292025
30025419450000,816915
30025419810000,861485
30025412300000,850575
42109326180000,826415
30015411210000,850630
42475367840000,808015
30015429220000,126410
30025416330000,784120
30025422930000,534095
30025422280000,734070
30025415810000,742885
42301320770000,56870
42109326240000,188395
30025419470000,971680
30015424820000,627835
30015425960000,4850
30015425140000,139680
30025413520000,640305
30015419810000,928680
30015428280000,696205
30015412920000,872285
30025425770000,354930
30015427120000,172850
30025423110100,483855
30025411500000,589335
30015421580000,460130
42109325920000,196745
30015413950000,820380
30025406970000,716825
42109327340000,53355
30015411940000,440930
30025419280100,705195
30015424120000,446690
30015421750000,966100
33105032640100,891425
33105036700000,726570
33025023510000,803405
33025025850000,158100
33053048660000,427260
33105036160000,457140
33105031110000,301540
33053064120000,863695
33061032400000,471375
33105029270000,182200
33053049850000,622180
33105035230000,587165
33053049640000,528300
33105032900000,875420
33061027940000,267750
33025021930000,680320
33105034070100,862095
33053053890000,158550
33053052850000,161125
33053052260000,307540
33025025220100,771970
33053054640000,235745
33105033610000,272360
33025007050100,316530
33025025990000,445615
33061027720000,246465
33025024140000,905100
49021211400000,546270
49021211350000,119270
33025024980000,653075
49021210660000,565685
33025022220000,613680
05123389720000,563955
33053066350000,194485
33025023270100,771965
33053067360000,505570
49021211360000,36155
33105035870000,867885
33053051260000,404210
33061024220000,417740
33053066080000,882770
33053051500000,718140
33053042030000,469665
49021210300000,172270
49021210520000,581540
33105038500000,884850
33053068150000,472615
49021213980000,222010
05123386060000,861590
33105030440000,328215
33053062310000,68550
33025020350000,584030
33053048950000,975695
33053060640100,891265
33053049360100,902650
33013018010000,39125
33025024560000,323665
33105031950000,585555
33061032340000,451640
33053065560000,36855
33061032750100,842705
33105034550000,537045
33053047680000,562595
33053044000100,865085
33053051540000,589850
33025022890000,97485
33061031180100,698990
33053048380100,224120
33061030290000,410735
33025028420000,62615
33105032230000,91330
33061030300000,390220
33053060970200,406635
33105033730100,618615
33105037900000,365510
33053052580100,248130
33061031340100,564555
33053051390100,147370
33053054570000,888340
33025025510000,355450
33061029790000,684745
33053052980000,824000
05123399130000,324300
33105029650000,917395
33053052230000,200100
33061028270000,369320
33053062110000,760450
49021221440000,220650
33053067850000,320565
33061032330000,853220
05123403150000,130775
33105034190000,165050
05123396300000,164785
05123392480000,623235
33061033200000,301130
33105035460000,513845
33025022080000,22930
33053051920100,53440
33061031940000,999390
33023013320000,375780
33053062400000,723560
49021210790000,618925
33061033920000,803375
49021211330000,8785
33061036490000,187965
49021222750000,754170
33105040330000,694480
33025027590000,541045
33053053050100,245885
33053049870200,542105
33061034420000,699725
05123368320000,18835
33061029420000,210330
05123395620000,612260
05123397520000,910120
33105036490100,456240
49021215700000,97865
33105032730000,65440
33025025570100,429840
33053056180100,737000
33025027260000,330510
05123400190000,908740
33013017900000,720675
33061025130000,312285
33025027940200,168615
05123366220000,166730
33013017260000,384690
49021211810000,123545
33053066040000,797595
33053061120100,420655
33053060610000,651300
05123365150000,756530
33061028900000,112705
05001098010100,812830
05123389120000,203625
33007017970100,439875
05123397130000,798515
49021211430000,335995
33061030490100,904370
33053049940100,49680
33053060230000,213290
05123380090000,175835
05123376640000,4610
05123373500000,910195
05123373600000,734485
33053041510000,671690
33061035450000,838500
33053054030000,261020
33053058870000,629855
33025024090000,494190
33061020820000,362035
33105030920000,353215
33105036780000,385640
33023011990000,914770
33053052310200,857055
05123389100000,196050
05123346950000,672675
33061024260000,247305
33053064170000,249265
33105039100000,599610
33025024450000,703265
33025023700000,939140
33053044860000,747745
33061026680000,637180
33053063600000,364285
33053062260000,791970
33053065090000,201800
33023011660000,724805
05123368870000,239070
33105032200000,32425
33061036070000,641170
33053038110000,676845
33061034230000,409625
33105035360000,19190
05123370340000,933910
49021222720000,626880
33105037300000,506680
33053055500000,550105
33061033670000,286025
33105030730100,282310
33013018110000,815435
33025006810100,774530
33025025280000,633770
05123405700000,660700
33053043790000,834590
33025008160100,565285
33053056270000,498465
33061027610000,805960
33053061400000,517055
33053058690000,239500
05123369310000,944245
05123352520000,182370
33053054580000,411865
33025025610000,607620
05123389030000,51255
05123397490000,895480
33105036610000,898510
33023012810000,348630
05123390800000,607460
33053069430000,550855
33053062790000,144675
05123382040000,650620
33061026800100,408770
33013017450000,889810
33025027740000,370270
33053058590000,225035
33053052000100,166565
33053061290000,189110
33105030710000,342410
05123407760000,213545
33023011750000,558550
49021210830000,149880
49021212270000,757760
05123371210000,457995
05123400730000,491825
33053061570000,883175
33053058120000,737815
05123381800000,806990
33053050960000,204045
33061026330000,739155
33053056790100,392705
33053056380000,392280
33053053010000,516930
33105036380000,884415
33105030680000,777845
33053050200000,945845
33105034760100,24455
33053062860000,505480
33025019950000,725405
33053060790000,874710
33061026610000,28475
33061024280000,549485
33105035480000,445450
33053059460000,863765
33053056240000,343815
33025015190000,946875
05123391690000,674935
33053057710100,936930
33053059830000,736655
05123400770000,14370
05123393780000,789300
05123389040000,728365
33025022960000,254370
33061030760000,986785
33061030940000,669950
33061032410000,609345
33105031810000,756440
05123360790000,109265
33061030600100,464395
33061028360000,445935
33061030860000,206735
33053051670000,641505
05123382880000,510780
33053042980000,98885
